Intent,user_query,bot_response,language,augmented
style_category,what is the minimalist look and how to wear it?,Minimalist is about more structured pieces and statement accessories. Start with a neutral base and add one focal piece.,English,
style_category,what is the semi-formal look and how to wear it?,Semi-Formal is about more structured pieces and statement accessories. Start with a neutral base and add one focal piece.,English,
style_category,what is the smart casual look and how to wear it?,Smart Casual is about comfort with a neat silhouette. Start with a neutral base and add one focal piece.,English,
style_category,what is the streetwear look and how to wear it?,Streetwear is about more structured pieces and statement accessories. Start with a neutral base and add one focal piece.,English,
style_category,what is the vintage look and how to wear it?,Vintage is about more structured pieces and statement accessories. Start with a neutral base and add one focal piece.,English,
etiquette,what is too heavy for a mehndi?,Avoid heavy sequins for day mehndi; for office keep hemlines and necklines modest and minimal jewelry.,English,
makeup_advice,what makeup should i do for monsoon wedding?,"For monsoon: light glam lip shade: warm brown, blush: peach, highlight: champagne.",English,
makeup_advice,what makeup should i do for summer wedding?,"For summer: matte lip shade: warm brown, blush: peach, highlight: champagne.",English,
makeup_advice,what makeup should i do for winter wedding?,"For winter: dewy lip shade: warm brown, blush: peach, highlight: champagne.",English,
occasion_advice,what should i wear to a barat? keep it formal.,For a Barat of Formal intensity: pick lawn with keep jewelry proportional.,English,
occasion_advice,what should i wear to a barat? keep it heavy formal.,For a Barat of Heavy formal intensity: pick georgette with keep jewelry proportional.,English,
occasion_advice,what should i wear to a barat? keep it semi-formal.,For a Barat of Semi-formal intensity: pick khaddar with keep jewelry proportional.,English,
occasion_advice,what should i wear to a barat? keep it simple.,For a Barat of Simple intensity: pick velvet with keep jewelry proportional.,English,
occasion_advice,what should i wear to a casual outing? keep it formal.,For a Casual outing of Formal intensity: pick karandi with keep jewelry proportional.,English,
occasion_advice,what should i wear to a casual outing? keep it heavy formal.,For a Casual outing of Heavy formal intensity: pick georgette with keep jewelry proportional.,English,
occasion_advice,what should i wear to a casual outing? keep it semi-formal.,For a Casual outing of Semi-formal intensity: pick linen with keep jewelry proportional.,English,
occasion_advice,what should i wear to a casual outing? keep it simple.,For a Casual outing of Simple intensity: pick organza with keep jewelry proportional.,English,
occasion_advice,what should i wear to a engagement? keep it formal.,For a Engagement of Formal intensity: pick marina with keep jewelry proportional.,English,
occasion_advice,what should i wear to a engagement? keep it heavy formal.,For a Engagement of Heavy formal intensity: pick organza with keep jewelry proportional.,English,
occasion_advice,what should i wear to a engagement? keep it semi-formal.,For a Engagement of Semi-formal intensity: pick organza with keep jewelry proportional.,English,
occasion_advice,what should i wear to a engagement? keep it simple.,For a Engagement of Simple intensity: pick chiffon with keep jewelry proportional.,English,
occasion_advice,what should i wear to a mehndi? keep it formal.,For a Mehndi of Formal intensity: pick georgette with keep jewelry proportional.,English,
occasion_advice,what should i wear to a mehndi? keep it heavy formal.,For a Mehndi of Heavy formal intensity: pick khaddar with keep jewelry proportional.,English,
occasion_advice,what should i wear to a mehndi? keep it semi-formal.,For a Mehndi of Semi-formal intensity: pick georgette with keep jewelry proportional.,English,
occasion_advice,what should i wear to a mehndi? keep it simple.,For a Mehndi of Simple intensity: pick khaddar with keep jewelry proportional.,English,
occasion_advice,what should i wear to a office dinner? keep it formal.,For a Office dinner of Formal intensity: pick velvet with keep jewelry proportional.,English,
occasion_advice,what should i wear to a office dinner? keep it heavy formal.,For a Office dinner of Heavy formal intensity: pick lawn with keep jewelry proportional.,English,
occasion_advice,what should i wear to a office dinner? keep it semi-formal.,For a Office dinner of Semi-formal intensity: pick organza with keep jewelry proportional.,English,
occasion_advice,what should i wear to a walima? keep it formal.,For a Walima of Formal intensity: pick organza with keep jewelry proportional.,English,
occasion_advice,what should i wear to a walima? keep it heavy formal.,For a Walima of Heavy formal intensity: pick velvet with keep jewelry proportional.,English,
occasion_advice,what should i wear to a walima? keep it semi-formal.,For a Walima of Semi-formal intensity: pick georgette with keep jewelry proportional.,English,
occasion_advice,what should i wear to a walima? keep it simple.,For a Walima of Simple intensity: pick organza with keep jewelry proportional.,English,
cultural_event,what should i wear to a brunch in islamabad?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a brunch in lahore?,"For cultural events, mustard with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a brunch in multan?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a brunch in peshawar?,"For cultural events, peach with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a date night in islamabad?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a date night in lahore?,"For cultural events, black with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a date night in multan?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a date night in peshawar?,"For cultural events, peach with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a eid in islamabad?,"For cultural events, pastel pink with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a eid in lahore?,"For cultural events, navy blue with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a eid in multan?,"For cultural events, beige with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a eid in peshawar?,"For cultural events, lavender with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a graduation in islamabad?,"For cultural events, mustard with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a graduation in lahore?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a graduation in multan?,"For cultural events, white with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a graduation in peshawar?,"For cultural events, white with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a interview in islamabad?,"For cultural events, navy blue with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a interview in lahore?,"For cultural events, peach with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a interview in multan?,"For cultural events, white with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a interview in peshawar?,"For cultural events, lavender with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a mehndi in islamabad?,"For cultural events, lavender with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a mehndi in lahore?,"For cultural events, white with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a mehndi in multan?,"For cultural events, mustard with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a mehndi in peshawar?,"For cultural events, emerald green with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a office meeting in islamabad?,"For cultural events, black with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a office meeting in lahore?,"For cultural events, pastel pink with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a office meeting in multan?,"For cultural events, beige with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a office meeting in peshawar?,"For cultural events, maroon with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a party in islamabad?,"For cultural events, beige with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a party in lahore?,"For cultural events, mustard with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a party in multan?,"For cultural events, beige with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a party in peshawar?,"For cultural events, pastel pink with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a wedding in islamabad?,"For cultural events, lavender with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a wedding in lahore?,"For cultural events, maroon with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a wedding in multan?,"For cultural events, beige with delicate embroidery is a good pick.",English,
cultural_event,what should i wear to a wedding in peshawar?,"For cultural events, mustard with delicate embroidery is a good pick.",English,
body_type_advice,what should a short girl wear to look taller?,"Vertical lines, high-waist bottoms, and monochrome outfits create length; avoid bulky shoes that cut the leg line.",English,
wedding_role_suggestion,what should a wedding guest wear?,"For guests, a semi-formal to formal outfit depending on the event; avoid white and match the dress code. Brands like Maria B., Sana Safinaz cover guest-friendly options.",English,
body_type_advice,what should pear-shaped people wear?,"A-line skirts, structured tops, and emphasis on the upper body balance proportions.",English,
weather_advice,what to wear for cold windy weather?,"For cold windy, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
weather_advice,what to wear for hot humid weather?,"For hot humid, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
weather_advice,what to wear for hot and humid weather?,"Lightweight breathable fabrics (cotton, linen), loose fits, sun-protective accessories, and breathable shoes help.",English,
weather_advice,what to wear for monsoon weather?,"For monsoon, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
weather_advice,what to wear for rainy day weather?,"For rainy day, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
weather_advice,what to wear for sunny day weather?,"For sunny day, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
weather_advice,what to wear for winter weather?,"For winter, pick breathable fabrics like cotton or linen; layer light pieces for mornings/evenings. In , avoid heavy fibers during day.",English,
item_fit,what trouser fits are best for apple body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For apple bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for hourglass body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For hourglass bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for inverted triangle body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For inverted triangle bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for pear body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For pear bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for petite body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For petite bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for plus size body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For plus size bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for rectangle body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For rectangle bodies, prefer mid-rise and slight taper.",English,
item_fit,what trouser fits are best for tall body?,"A should sit comfortably at the waist/shoulder: avoid pulling or gaping. For tall bodies, prefer mid-rise and slight taper.",English,
shopping_recommendation,where can i buy quality shoes and repairs?,Look for established shoe stores in malls and local cobbler markets for repairs; many markets have reliable cobblers for quick fixes.,English,
shopping_recommendation,where can i find budget-friendly fabric remnants?,Visit fabric bazaars and ask for remnant bins'tailors and small vendors often sell offcuts at low prices.,English,
shopping_recommendation,where should i go for traditional bridal wear in lahore?,Visit the Liberty Market area and Gulberg for well-known boutiques; Channel and Designer Row shops offer bridal collections.,English,
shopping_recommendation,where to buy quality menswear tailoring?,Look for reputable tailors near cloth markets or within commercial tailoring districts; many tailors in Lahore and Karachi offer custom menswear.,English,
shopping_recommendation,where to find good outlet deals and discounts?,Look for outlet malls and end-of-season sales at major brand stores; check online marketplaces for verified outlet sellers.,English,
shopping_recommendation,where to find party wear and evening dresses?,Designer boutiques in upscale districts and dedicated party-wear shops in malls usually stock formal evening and party dresses.,English,
shopping_recommendation,where to find sustainable and ethical clothing brands?,"Search for local labels advertising sustainable practices, check brand pages for materials and certifications, and look at curated eco-fashion stores.",English,
shopping_recommendation,where to shop for sportswear and activewear?,Check sports stores in malls and specialized athletic retailers; for variety also review brand stores online for size and tech fabrics.,English,
shopping_recommendation,where to source wholesale fabrics?,Textile wholesale districts and fabric bazaars in major cities supply bulk fabrics'visit early and ask vendors about yardage discounts.,English,
face_advice,which earrings suit a diamond face shape?,"For a diamond face, try shorter layers and earring shapes that complement the jawline.",English,
face_advice,which earrings suit a heart face shape?,"For a heart face, try soft waves and earring shapes that complement the jawline.",English,
face_advice,which earrings suit a oval face shape?,"For a oval face, try soft waves and earring shapes that complement the jawline.",English,
face_advice,which earrings suit a round face shape?,"For a round face, try shorter layers and earring shapes that complement the jawline.",English,
face_advice,which earrings suit a square face shape?,"For a square face, try shorter layers and earring shapes that complement the jawline.",English,
makeup_tip,which eyeshadow shades suit my deep skin?,"For deep skin, try warm bronze, copper, and terracotta tones to complement warm undertones; use matte transition and shimmer on lid.",English,
makeup_tip,which eyeshadow shades suit my neutral undertone?,"For neutral undertone, try warm bronze, copper, and terracotta tones to complement warm undertones; use matte transition and shimmer on lid.",English,
makeup_tip,which eyeshadow shades suit my warm skin tone?,"For warm skin tone, try warm bronze, copper, and terracotta tones to complement warm undertones; use matte transition and shimmer on lid.",English,
fabric_choice,which fabric is best for autumn?,"For monsoon, silk would be comfortable and stylish.",English,
fabric_choice,which fabric is best for monsoon?,"For autumn, organza would be comfortable and stylish.",English,
fabric_choice,which fabric is best for spring?,"For autumn, chiffon would be comfortable and stylish.",English,
fabric_choice,which fabric is best for summer?,"For summer, georgette would be comfortable and stylish.",English,
fabric_choice,which fabric is best for winter?,"For autumn, organza would be comfortable and stylish.",English,
footwear_advice,which footwear goes with a casual look?,"For casual, prefer kohlapuri it balances the outfit and the event.",English,
footwear_advice,which footwear goes with a ethnic look?,"For ethnic, prefer kohlapuri it balances the outfit and the event.",English,
footwear_advice,which footwear goes with a formal look?,"For formal, prefer sneakers it balances the outfit and the event.",English,
footwear_advice,which footwear goes with a sporty look?,"For sporty, prefer kohlapuri it balances the outfit and the event.",English,
makeup_tip,which lip shades work best for full lips?,"Lip shades for full lips: warm undertones suit coral, terracotta, warm red; cool undertones suit berry, plum, and blue-based reds.",English,
makeup_tip,which lip shades work best for small lips?,"Lip shades for small lips: warm undertones suit coral, terracotta, warm red; cool undertones suit berry, plum, and blue-based reds.",English,
makeup_tip,which lip shades work best for uneven lips?,"Lip shades for uneven lips: warm undertones suit coral, terracotta, warm red; cool undertones suit berry, plum, and blue-based reds.",English,
accessory_advice,which necklace suits a boat neck?,"For boat neck, a long necklace balances the look; keep metals consistent with your undertone.",English,
accessory_advice,which necklace suits a round neck?,"For round neck, a long necklace balances the look; keep metals consistent with your undertone.",English,
accessory_advice,which necklace suits a square neck?,"For square neck, a long necklace balances the look; keep metals consistent with your undertone.",English,
accessory_advice,which necklace suits a v-neck?,"For v-neck, a choker balances the look; keep metals consistent with your undertone.",English,
body_advice,which necklines suit a apple shape?,"For apple, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a hourglass shape?,"For hourglass, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a inverted triangle shape?,"For inverted triangle, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a petite shape?,"For petite, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a plus size shape?,"For plus size, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a rectangle shape?,"For rectangle, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
body_advice,which necklines suit a tall shape?,"For tall, choose silhouettes that balance proportions A-line or wrap styles, avoid clingy bottoms; V-necks and structured shoulders help.",English,
shopping_suggestion,which products suit my apple body shape?,"For apple body shape, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
style_tip,which products suit my long face?,"For long face, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
face_shape_advice,which products suit my neutral undertone?,"For neutral undertone, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
skin_tone_advice,which products suit my oval face?,"For oval face, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
face_shape_advice,which products suit my rectangle body type?,"For rectangle body type, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
shopping_suggestion,which products suit my tall frame?,"For tall frame, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
shopping_suggestion,which products suit my warm skin tone?,"For warm skin tone, try pieces in muted jewel tones and lightweight fabrics brand picks: Azalea, Limelight.",English,
weather_advice,windy-day outfit suggestions?,"Secure layers, avoid long loose scarves that fly, and prefer structured outerwear.",English,
weather_advice,"aaj islamabad mein cold and windy hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj islamabad mein hot and humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj islamabad mein humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj islamabad mein raining hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj islamabad mein sunny hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj karachi mein cold and windy hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj karachi mein hot and humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj karachi mein humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj karachi mein raining hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj karachi mein sunny hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj lahore mein cold and windy hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj lahore mein hot and humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj lahore mein humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj lahore mein raining hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj lahore mein sunny hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj multan mein cold and windy hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj multan mein hot and humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj multan mein humid hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj multan mein raining hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
weather_advice,"aaj multan mein sunny hai, kya pehnon?",light layers pehno aur waterproof shoes rakho 'umbrella saath rakho. comfortable bhi rahega.,Roman Urdu,
shopping_recommendation,accessories aur jewelry kahan khariden?,city market jewelry precincts aur malls ke certified jewelers compare karo taake secure aur diverse options milay.,Roman Urdu,
product_recommendation,accessories batayiye jo choti height ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
body_type_advice,accessories batayiye jo cool undertone ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
product_suggestion,accessories batayiye jo curly baal ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
product_suggestion,accessories batayiye jo gola chehra ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
body_type_advice,accessories batayiye jo hourglass body ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
product_suggestion,accessories batayiye jo mote baal ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
product_recommendation,accessories batayiye jo pear-shaped body ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
hair_type_advice,accessories batayiye jo square chehra ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
hair_type_advice,accessories batayiye jo wavy baal ke saath jaayen.,contrast colors like mustard aur olive try karo; modern look milega aur skin brighten hogi.,Roman Urdu,
shopping_recommendation,achhi jootey aur repair ke liye kahan jaun?,malls ke established shoe stores aur local cobbler markets mein reliable repair services milti hen.,Roman Urdu,
makeup_tip,acne-prone skin ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
makeup_tip,almond aankhen ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
budget_advice,any dupes for asim jofa under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
budget_advice,any dupes for hsy under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
budget_advice,any dupes for khaadi under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
budget_advice,any dupes for maria b under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
budget_advice,any dupes for nishat under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
budget_advice,any dupes for sana safinaz under mid budget?,on a low budget try local markets like tariq road aur zainab market; look for similar textures and neutral palettes to mimic high-end pieces.,Roman Urdu,
shopping_suggestion,any product picks for straight hair i should try?,i recommend breathable fabrics and neutral-tone accessories for straight hair. a silk scarf aur dainty gold necklace works.,Roman Urdu,
face_shape_advice,any product picks for thin hair i should try?,i recommend breathable fabrics and neutral-tone accessories for thin hair. a silk scarf aur dainty gold necklace works.,Roman Urdu,
body_advice,apple body ke liye kaunse necklines ache rahenge?,"apple body ke lye A-line, wrap ya structured shoulders ache rahenge; clingy bottoms avoid karo.",Roman Urdu,
body_type_advice,apple-shaped ke liye kya suit karega?,empire waist aur v-neck styles se definition milti he; structured jackets use karo.,Roman Urdu,
greeting,"assalamualaikum, help karo outfit chunn'ne mein.",wa alaikum salam! kaunsi event ke lye chahiye?. comfortable bhi rahega.,Roman Urdu,
fabric_choice,autumn ke liye konsa kapra behtar hai?,winter ke lye lawn acha rahega.,Roman Urdu,
seasonal_outfit,autumn ke liye outfit recommend karo.,monsoon ke lye saans lene wali fabrics aur layers sahi rahengi. comfortable bhi rahega.,Roman Urdu,
shopping_recommendation,bachon ke kapray kahan se khariden?,major malls ke family-friendly stores aur specialized kids boutiques durable aur acha selection dete hen.,Roman Urdu,
accessory,bangles kis outfit ke saath ache lagenge?,bangles simple outfits mein focal point ban sakte hen; heavy outfit ke sath subtle accessory rakho.,Roman Urdu,
shopping_recommendation,bargain hunting aur choti dukaanon ke liye kahan jaun?,local bazaars jaldi subah explore karo; locals se best alleys aur market days pocho.,Roman Urdu,
color,beige mere liye acha hai kya? kaunsa color wash karega?,beige aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
shopping_recommendation,best markets for lawn fabrics in multan?,check local textile bazaars and branded outlets for seasonal lawn collections; ask nishat aur gul ahmed counters for curated pieces.,Roman Urdu,
color,black mere liye acha hai kya? kaunsa color wash karega?,black aksar achha lagta he; agar wash out karta he to contrast add karo (scarf ya accessory).,Roman Urdu,
item_fit,blazer ka fit kaisa hona chahiye mere liye?,"blazer ka fit aisa hona chahiye ke movement easy ho, waist ya shoulder pe tightness na ho.",Roman Urdu,
accessory_recommendation,blazer ke saath kaunse accessories theek rahenge?,necklace se look enhance hoga 'baaki simple rakho. comfortable bhi rahega.,Roman Urdu,
shoes,boots ya heels mehndi ke liye kya behtar hai?,boots mehndi ke lye comfortable aur decorative dono ho sakte hen; agar bahut dancing he to flats consider karo.,Roman Urdu,
shopping_recommendation,boutique aur local designers kahan milte hain?,"creative neighborhoods (zamzama, mm alam) explore karo'boutiques aur independent designers yahan milte hen.",Roman Urdu,
wedding_role_suggestion,bridesmaid hoon 'dulhan ko complement karne ke liye kya pehno?,"bridesmaid ke lye coordinated lekin muted tones choose karein taake dulhan highlight ho. khaadi, nishat linen se comfortable aur pretty sets milte hen.",Roman Urdu,
style_personality,capsule suggestions for someone artistic.,a artistic look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
style_personality,capsule suggestions for someone bold.,a bold look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
style_personality,capsule suggestions for someone clean girl.,a clean girl look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
style_personality,capsule suggestions for someone elegant.,a elegant look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
style_personality,capsule suggestions for someone minimalist.,a minimalist look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
style_personality,capsule suggestions for someone sporty.,a sporty look emphasizes clean lines and neutral palettes. build around a signature item.,Roman Urdu,
footwear_advice,casual look ke sath konsa footwear theek rahega?,kohlapuri is style ke lye acha he event aur comfort dekho.,Roman Urdu,
accessory,chandbalis kis outfit ke saath ache lagenge?,chandbalis simple outfits mein focal point ban sakte hen; heavy outfit ke sath subtle accessory rakho.,Roman Urdu,
fabric,chiffon garmiyon mein kaisa behave karta hai?,chiffon garmiyon mein breathable hota he (agar chiffon light ho); winter mein heavier fabrics better hen.,Roman Urdu,
accessory,choker kis outfit ke saath ache lagenge?,choker simple outfits mein focal point ban sakte hen; heavy outfit ke sath subtle accessory rakho.,Roman Urdu,
makeup_tip,choti lips ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
accessory,clutch kis outfit ke saath ache lagenge?,clutch simple outfits mein focal point ban sakte hen; heavy outfit ke sath subtle accessory rakho.,Roman Urdu,
accessory_recommendation,co-ord set ke saath kaunse accessories theek rahenge?,brooch se look enhance hoga 'baaki simple rakho. comfortable bhi rahega.,Roman Urdu,
weather,cold windy mein kya pehna chahiye?,"cold windy mein breathable fabrics pehno, layering se insulation manage karo.",Roman Urdu,
weather_advice,cold aur dry ke liye tips?,"layers, wool blends, aur windproof jacket pehno; closed shoes aur warm accessories rakho.",Roman Urdu,
makeup_tip,combination skin ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
makeup_tip,cool undertone ke liye natural makeup kaise karun?,cream bronzer aur soft brown eyeshadow se face warm karo; long-wear lipstick se din bhar flawless lagega.,Roman Urdu,
makeup_tip,daily makeup steps for acne-prone skin please.,"base halka rakho, cream products glow dete hen; neutral lip shades daily ke lye best hen.",Roman Urdu,
makeup_tip,daily makeup steps for almond aankhen please.,"base halka rakho, cream products glow dete hen; neutral lip shades daily ke lye best hen.",Roman Urdu,
makeup_tip,daily makeup steps for choti lips please.,"base halka rakho, cream products glow dete hen; neutral lip shades daily ke lye best hen.",Roman Urdu,
